,Unnamed: 0,class,cap-shapenum,cap-surfacenum,cap-colornum,bruisesnum,odornum,gill-attachmentnum,gill-spacingnum,gill-sizenum,gill-colornum,stalk-shapenum,stalk-rootnum,stalk-surface-above-ringnum,stalk-surface-below-ringnum,stalk-color-above-ringnum,stalk-color-below-ringnum,veil-typenum,veil-colornum,ring-numbernum,ring-typenum,spore-print-colornum,populationnum,habitatnum,poison,edible
970,970,e,2,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1,0,1
7526,7526,e,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,3,1,2,0,1
3247,3247,e,5,3,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,4,0,0,1
6345,6345,p,5,2,2,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1,0
6066,6066,p,2,2,2,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1,0
5797,5797,p,2,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
2439,2439,e,2,3,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,4,0,0,1
186,186,e,0,2,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
8046,8046,e,0,0,3,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,2,1,0,1
7089,7089,e,3,0,3,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,2,1,0,1
1107,1107,e,2,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
4471,4471,p,2,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
2275,2275,e,5,3,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0,0,1
7344,7344,e,3,2,8,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,2,1,0,1
5152,5152,p,2,3,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,4,1,0
1902,1902,e,2,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
5332,5332,p,3,3,9,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0,1,0
5489,5489,p,5,3,4,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1,0
534,534,p,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
5264,5264,e,2,2,2,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
3266,3266,e,2,3,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,5,0,0,1
3846,3846,e,2,3,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,5,0,0,1
6034,6034,p,5,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1,0
7992,7992,p,3,3,4,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1,0
6542,6542,p,2,3,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
3724,3724,p,5,0,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,0,1,0
4560,4560,p,5,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,0,1,0
8099,8099,e,3,0,8,0,5,1,1,0,10,0,0,1,1,7,7,0,2,2,4,7,3,1,0,1
1269,1269,e,5,3,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0,0,1
8024,8024,p,3,3,4,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1,0
1463,1463,e,5,2,8,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0,0,1
3134,3134,e,5,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,5,0,0,1
4613,4613,p,5,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0,1,0
1262,1262,p,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
1249,1249,e,2,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
4527,4527,p,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,0,1,0
52,52,e,0,2,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
7822,7822,p,3,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1,0
5469,5469,p,5,3,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1,0
1468,1468,e,2,0,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0,1
6681,6681,p,5,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1,0
4180,4180,p,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4,1,0
3618,3618,e,2,3,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0,0,1
3358,3358,p,5,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
908,908,p,2,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,5,1,0
3060,3060,p,5,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0,1,0
7846,7846,p,3,3,2,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1,0
684,684,e,5,0,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0,0,1
314,314,e,0,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
6903,6903,p,3,3,2,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1,0
6955,6955,p,3,2,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1,0
7900,7900,e,5,0,8,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,3,1,0,1
2878,2878,e,2,0,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0,0,1
7525,7525,p,3,2,4,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1,0
7747,7747,e,0,2,3,0,5,1,1,0,10,0,0,1,1,7,7,0,2,2,4,7,2,1,0,1
3517,3517,e,2,3,4,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,5,0,0,1
3160,3160,e,2,0,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
6384,6384,p,3,3,4,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1,0
4095,4095,e,5,0,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0,0,1
4431,4431,p,5,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1,1,0
6376,6376,p,2,2,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1,0
6578,6578,p,5,2,4,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1,0
6251,6251,p,5,2,2,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1,0
4421,4421,p,5,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0,1,0
280,280,p,5,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,1,1,0
3133,3133,e,2,3,3,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
5800,5800,p,5,3,9,0,5,1,0,1,10,0,0,1,3,7,8,0,2,1,0,7,4,0,1,0
996,996,e,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
6444,6444,p,2,2,4,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1,0
625,625,e,5,2,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
5493,5493,p,2,3,5,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
6840,6840,p,5,2,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1,0
5504,5504,e,5,3,0,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6,0,1
7334,7334,e,0,0,8,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,3,1,0,1
5002,5002,p,0,2,0,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
654,654,p,5,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5,1,0
1155,1155,e,0,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
3606,3606,p,5,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1,1,0
4516,4516,p,5,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,1,1,0
4267,4267,p,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
4038,4038,p,5,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
7597,7597,e,5,2,4,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,4,4,0,1
2851,2851,e,5,0,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,5,0,0,1
1582,1582,e,5,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
5540,5540,e,5,3,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5234,5234,p,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,4,1,0
5253,5253,p,2,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4,1,0
889,889,e,5,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
7246,7246,e,0,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,4,1,2,0,1
5066,5066,p,2,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
1700,1700,e,5,0,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
4600,4600,p,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0,1,0
248,248,e,2,3,9,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,5,4,0,1
3727,3727,e,2,3,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0,0,1
4246,4246,p,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1,1,0
5207,5207,p,2,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
7429,7429,p,2,3,4,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1,0
6138,6138,p,5,2,2,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1,0
3514,3514,e,2,3,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
7769,7769,e,0,0,8,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,3,1,0,1
7389,7389,p,3,2,2,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1,0
3415,3415,e,2,3,2,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0,0,1
7557,7557,p,3,3,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1,0
329,329,e,0,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
3046,3046,e,5,3,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,4,0,0,1
2578,2578,e,5,0,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0,0,1
1633,1633,e,2,0,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
5788,5788,p,2,2,0,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
1817,1817,e,2,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
3702,3702,e,2,3,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,5,0,0,1
6026,6026,p,2,2,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1,0
6395,6395,p,2,2,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1,0
6380,6380,p,2,3,2,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1,0
2767,2767,e,2,0,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,4,0,0,1
3584,3584,e,2,3,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0,0,1
2827,2827,e,2,0,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,4,0,0,1
6274,6274,p,2,2,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
4121,4121,e,2,3,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0,0,1
6746,6746,p,2,2,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1,0
4656,4656,p,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1,1,0
7813,7813,e,2,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,4,1,2,0,1
6987,6987,p,5,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1,0
1050,1050,e,5,0,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,4,0,0,1
4388,4388,p,2,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
6839,6839,p,2,2,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1,0
4374,4374,p,5,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,5,1,0
3541,3541,e,2,3,2,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0,0,1
1739,1739,p,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,5,1,0
3933,3933,p,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,4,1,0
852,852,e,4,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,5,5,0,1
6278,6278,p,5,2,2,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1,0
4620,4620,p,2,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1,1,0
3476,3476,e,2,0,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0,0,1
635,635,e,0,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
628,628,e,0,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,1,0,1
3620,3620,e,2,0,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
2243,2243,e,5,0,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0,0,1
2688,2688,e,2,0,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,5,0,0,1
6357,6357,p,5,2,4,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1,0
2001,2001,e,5,3,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0,0,1
5168,5168,p,5,0,4,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0,1,0
6317,6317,p,3,2,4,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1,0
4172,4172,p,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
333,333,e,0,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1,0,1
4400,4400,p,5,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
1498,1498,e,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,0,1,0,1
646,646,e,0,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
3113,3113,e,2,3,2,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0,0,1
2815,2815,e,5,0,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
5221,5221,e,5,3,5,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
4042,4042,p,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,0,1,0
485,485,e,2,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,1,0,1
7786,7786,p,2,3,4,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1,0
3625,3625,p,5,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0,1,0
7265,7265,p,2,3,4,0,4,0,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1,0
142,142,e,4,0,4,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,5,0,1
2563,2563,e,5,3,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,5,0,0,1
6573,6573,p,5,2,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1,0
6990,6990,e,3,2,3,0,5,1,1,0,7,0,0,1,1,7,7,0,2,2,4,7,2,1,0,1
7644,7644,e,5,0,8,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,2,1,0,1
7563,7563,p,3,3,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1,0
2932,2932,e,5,3,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0,0,1
6023,6023,p,3,2,2,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1,0
6654,6654,p,2,2,2,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1,0
3714,3714,e,2,3,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,5,0,0,1
7718,7718,p,2,2,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1,0
5690,5690,p,5,3,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
2185,2185,e,2,3,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
6644,6644,p,5,2,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1,0
2990,2990,p,5,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0,1,0
2242,2242,e,2,3,4,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,5,0,0,1
4464,4464,p,2,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
2955,2955,e,2,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
6319,6319,p,5,3,2,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1,0
2717,2717,e,2,0,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
3807,3807,e,2,0,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,5,0,0,1
6925,6925,p,2,3,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1,0
7120,7120,p,5,2,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1,0
5557,5557,e,2,3,5,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6,0,1
3341,3341,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,4,1,0
1644,1644,e,2,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1,0,1
3002,3002,e,2,3,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0,0,1
7456,7456,p,2,3,2,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1,0
1713,1713,e,5,2,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
1690,1690,e,5,3,9,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,5,4,0,1
6574,6574,p,3,2,2,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1,0
2801,2801,e,2,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
5772,5772,p,5,2,0,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,3,5,1,0
4557,4557,e,5,3,7,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,4,0,0,1
4986,4986,p,5,3,4,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1,0
4139,4139,p,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0,1,0
6963,6963,p,5,2,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
6323,6323,p,2,3,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1,0
3466,3466,e,2,0,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
6592,6592,p,2,3,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1,0
5319,5319,p,2,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
1361,1361,p,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5,1,0
3343,3343,e,5,0,2,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0,0,1
378,378,e,5,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
415,415,e,0,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
130,130,e,0,2,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1,0,1
7306,7306,e,2,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,4,1,2,0,1
443,443,e,5,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3,0,1
7288,7288,p,3,3,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1,0
7157,7157,p,5,2,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1,0
3522,3522,p,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,0,1,0
4281,4281,p,5,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4,1,0
1761,1761,e,5,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
4790,4790,p,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,4,1,0
7896,7896,p,2,3,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1,0
6954,6954,p,2,2,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
3757,3757,e,2,0,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0,0,1
804,804,e,0,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
3216,3216,e,2,3,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,4,0,0,1
2736,2736,e,5,3,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,5,0,0,1
6423,6423,p,2,2,2,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1,0
6687,6687,p,3,3,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1,0
5203,5203,p,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0,1,0
382,382,e,5,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
4312,4312,p,2,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0,1,0
4226,4226,p,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0,1,0
5898,5898,e,2,2,2,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
1072,1072,e,5,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1,0,1
1642,1642,e,5,0,4,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,4,0,0,1
5711,5711,e,2,2,5,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
2800,2800,e,5,3,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0,0,1
4149,4149,p,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
3068,3068,p,5,2,8,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,3,0,1,0
6733,6733,p,5,2,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1,0
4528,4528,p,5,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1,1,0
1533,1533,e,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
3822,3822,p,5,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0,1,0
5877,5877,p,5,2,3,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,1,1,0
7403,7403,p,3,3,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1,0
3896,3896,e,2,0,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0,0,1
4248,4248,p,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0,1,0
5857,5857,p,5,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
2666,2666,e,5,3,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,4,0,0,1
5100,5100,p,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
112,112,e,5,0,8,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0,0,1
2634,2634,e,5,3,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,4,0,0,1
6212,6212,p,5,3,2,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1,0
5317,5317,p,0,3,8,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
512,512,e,5,0,8,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0,0,1
2542,2542,e,2,0,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,5,0,0,1
8032,8032,p,5,2,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1,0
4160,4160,p,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,1,1,0
