,class,cap-shapenum,cap-surfacenum,cap-colornum,bruisesnum,odornum,gill-attachmentnum,gill-spacingnum,gill-sizenum,gill-colornum,stalk-shapenum,stalk-rootnum,stalk-surface-above-ringnum,stalk-surface-below-ringnum,stalk-color-above-ringnum,stalk-color-below-ringnum,veil-typenum,veil-colornum,ring-numbernum,ring-typenum,spore-print-colornum,populationnum,habitatnum,poison,edible
5768,p,5,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1,0
5769,e,3,3,0,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5770,p,5,3,4,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1,0
5771,p,5,3,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1,0
5772,p,5,2,0,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,3,5,1,0
5773,e,2,3,6,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,5,0,0,1
5774,p,0,2,5,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5775,p,5,2,0,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
5776,e,2,3,1,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2,0,1
5777,e,5,3,7,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,4,0,0,1
5778,p,5,2,0,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,4,5,1,0
5779,e,5,3,8,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,4,0,0,1
5780,p,5,3,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
5781,e,5,2,5,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
5782,p,2,2,5,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
5783,p,2,3,4,0,5,1,0,1,10,0,0,1,3,7,8,0,2,1,0,7,4,0,1,0
5784,p,2,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
5785,p,2,2,8,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,1,1,0
5786,p,5,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
5787,e,2,3,2,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5788,p,2,2,0,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5789,p,0,2,5,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
5790,p,5,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1,0
5791,p,5,2,0,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,4,5,1,0
5792,p,5,3,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,4,1,0
5793,p,0,3,8,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5794,e,2,3,4,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2,0,1
5795,p,2,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1,1,0
5796,p,2,3,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,4,1,0
5797,p,2,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
5798,p,5,2,3,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,5,1,0
5799,p,5,3,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1,0
5800,p,5,3,9,0,5,1,0,1,10,0,0,1,3,7,8,0,2,1,0,7,4,0,1,0
5801,p,5,3,4,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1,0
5802,p,2,2,8,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,1,1,0
5803,p,2,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1,1,0
5804,e,2,0,4,0,5,1,1,1,10,0,1,2,2,7,4,0,2,1,0,7,4,2,0,1
5805,p,5,2,3,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,3,1,1,0
5806,p,2,2,0,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
5807,e,2,2,2,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5808,p,5,2,0,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,3,5,1,0
5809,p,2,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,0,1,0
5810,p,5,3,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1,0
5811,p,2,2,8,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,4,1,1,0
5812,p,2,2,3,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,3,1,1,0
5813,p,2,3,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1,1,0
5814,e,2,0,1,0,5,1,1,1,10,0,1,2,2,7,4,0,2,1,0,7,4,2,0,1
5815,p,5,3,4,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1,0
5816,e,3,3,2,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6,0,1
5817,p,5,3,4,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1,0
5818,p,2,2,8,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,3,1,1,0
5819,p,5,3,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1,0
5820,e,5,2,4,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5821,p,2,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4,1,0
5822,p,5,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
5823,e,2,2,2,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5824,p,2,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0,1,0
5825,p,2,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0,1,0
5826,e,2,3,2,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
5827,p,2,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,1,1,0
5828,e,3,2,4,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
5829,p,2,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
5830,p,5,2,8,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,1,1,0
5831,p,5,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
5832,p,2,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1,1,0
5833,p,2,3,8,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5834,p,5,3,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1,0
5835,e,2,3,8,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,4,0,0,1
5836,e,5,3,8,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,5,0,0,1
5837,p,5,3,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1,0
5838,p,2,2,3,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,5,1,0
5839,e,5,3,7,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,4,0,0,1
5840,p,2,2,8,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5841,p,5,3,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,0,1,0
5842,p,2,2,3,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,1,1,0
5843,p,2,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4,1,0
5844,p,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
5845,p,2,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0,1,0
5846,p,5,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,3,1,1,0
5847,e,2,3,6,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,4,0,0,1
5848,p,2,2,8,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,3,1,1,0
5849,e,3,2,4,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5850,p,5,3,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1,0
5851,p,5,2,3,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,1,1,0
5852,p,2,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1,1,0
5853,p,0,2,8,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
5854,p,5,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1,0
5855,p,0,2,0,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
5856,p,2,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1,1,0
5857,p,5,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
5858,e,5,3,2,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5859,e,3,2,0,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5860,p,5,3,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1,0
5861,e,5,2,2,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5862,p,2,2,0,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
5863,e,2,2,4,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5864,p,5,3,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
5865,e,2,3,0,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5866,p,5,2,3,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,5,1,0
5867,p,2,2,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5868,p,5,3,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
5869,p,5,3,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1,0
5870,p,2,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1,1,0
5871,p,5,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1,0
5872,p,5,3,4,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1,0
5873,p,2,2,3,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,4,5,1,0
5874,e,5,3,5,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
5875,e,5,3,7,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,5,0,0,1
5876,p,2,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4,1,0
5877,p,5,2,3,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,1,1,0
5878,p,5,3,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1,0
5879,p,2,2,3,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,5,1,0
5880,p,5,2,0,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,1,1,0
5881,p,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1,1,0
5882,p,0,2,8,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5883,e,3,3,4,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5884,p,5,3,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1,0
5885,p,2,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,4,1,0
5886,e,5,3,0,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
5887,p,5,2,0,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,4,1,1,0
5888,p,2,2,3,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
5889,p,2,2,0,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,3,5,1,0
5890,p,2,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0,1,0
5891,p,5,3,4,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1,0
5892,p,2,2,8,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
5893,e,3,3,4,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5894,e,5,2,2,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5895,e,5,3,8,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,4,0,0,1
5896,p,2,2,0,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,5,1,0
5897,p,2,2,3,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,3,5,1,0
5898,e,2,2,2,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5899,p,2,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1,0
5900,p,5,3,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1,0
5901,p,2,2,8,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5902,p,2,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0,1,0
5903,e,5,0,4,0,5,1,1,1,10,0,1,2,2,7,4,0,2,1,0,7,4,2,0,1
5904,p,2,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0,1,0
5905,p,5,2,8,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,5,1,0
5906,e,5,2,0,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5907,e,5,2,5,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6,0,1
5908,p,5,2,3,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,1,1,0
5909,p,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4,1,0
5910,p,5,2,8,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,1,1,0
5911,p,5,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
5912,p,2,2,8,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,3,5,1,0
5913,e,3,3,4,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5914,e,5,3,5,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5915,p,2,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1,1,0
5916,e,2,3,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5917,e,5,2,2,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5918,p,5,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
5919,p,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,4,5,1,0
5920,p,2,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4,1,0
5921,p,5,2,0,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,5,1,0
5922,p,2,2,8,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,1,1,0
5923,p,2,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1,1,0
5924,p,2,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0,1,0
5925,p,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,4,1,0
5926,p,2,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4,1,0
5927,p,0,2,5,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
5928,p,5,3,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1,0
5929,p,0,2,8,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5930,e,5,3,4,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5931,p,5,3,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1,0
5932,p,5,3,4,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1,0
5933,p,5,3,4,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1,0
5934,p,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,1,1,0
5935,p,0,3,9,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0,1,0
5936,p,5,2,3,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
5937,e,2,3,5,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5938,e,3,2,5,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5939,e,2,3,4,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5940,p,0,3,5,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
5941,p,5,2,3,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,4,1,1,0
5942,p,5,2,3,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,3,1,1,0
5943,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1,1,0
5944,p,5,3,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1,0
5945,p,2,3,0,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5946,p,5,2,0,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
5947,p,0,2,0,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5948,e,2,3,8,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,5,0,0,1
5949,e,5,3,4,0,5,1,1,1,10,0,1,0,2,7,4,0,2,1,0,7,4,2,0,1
5950,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,4,1,0
5951,p,2,2,0,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,1,1,0
5952,p,2,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
5953,e,3,2,2,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
5954,p,2,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
5955,p,0,0,4,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0,1,0
5956,p,5,3,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1,0
5957,p,2,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
5958,p,5,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1,1,0
5959,p,5,2,3,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,1,1,0
5960,p,5,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1,0
5961,e,5,3,4,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
5962,e,2,3,4,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2,0,1
5963,p,2,3,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5964,p,3,0,4,0,5,1,0,1,10,0,0,1,3,7,8,0,2,1,0,7,4,0,1,0
5965,p,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
5966,p,5,3,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1,0
5967,p,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0,1,0
5968,p,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0,1,0
5969,p,5,2,3,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,3,1,1,0
5970,e,5,3,6,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,5,0,0,1
5971,p,5,3,4,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1,0
5972,p,2,2,5,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
5973,p,5,3,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1,0
5974,p,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,4,1,1,0
5975,p,5,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,4,5,1,0
5976,e,3,2,2,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5977,p,2,2,0,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,1,1,0
5978,e,5,0,4,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2,0,1
5979,p,2,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0,1,0
5980,e,2,3,8,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,5,0,0,1
5981,p,2,2,8,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,5,1,0
5982,p,2,2,5,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5983,p,2,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0,1,0
5984,p,2,2,3,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,1,1,0
5985,p,5,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
5986,p,2,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
5987,p,2,2,3,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,1,1,0
5988,p,2,2,8,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,5,1,0
5989,p,5,3,4,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1,0
5990,p,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,0,1,0
5991,p,5,3,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1,0
5992,p,0,3,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
5993,p,2,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1,1,0
5994,p,5,3,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1,0
5995,p,5,3,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1,0
5996,e,3,3,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
5997,e,5,3,8,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,5,0,0,1
5998,p,2,2,0,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,4,5,1,0
5999,p,2,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1,1,0
6000,p,5,3,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1,0
6001,p,2,2,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1,0
6002,p,5,3,2,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1,0
6003,p,5,2,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1,0
6004,p,2,3,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1,0
6005,p,2,3,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1,0
6006,p,3,3,4,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1,0
6007,p,2,3,2,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1,0
6008,p,5,2,2,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
6009,p,2,3,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
6010,p,2,3,2,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1,0
6011,p,5,2,2,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1,0
6012,p,5,2,4,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1,0
6013,p,2,2,2,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1,0
6014,p,2,2,2,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
6015,p,2,3,2,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
6016,p,2,3,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
6017,p,2,3,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1,0
6018,p,5,3,2,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1,0
6019,p,3,2,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
6020,p,5,2,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1,0
6021,p,2,2,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1,0
6022,p,2,3,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1,0
6023,p,3,2,2,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1,0
6024,p,2,3,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1,0
6025,p,5,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1,0
6026,p,2,2,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1,0
6027,p,2,2,4,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1,0
